,athlete_id,athlete,country_noc,total_medaille
105737,107444,Zhang Yining,CHN,4
12717,12787,Bill Steinkraus,USA,4
88237,89525,Bernhard Lehmann,GDR,4
92524,93852,Anthony Ervin,USA,4
60134,60571,Bruce Baumgartner,USA,4
128410,131577,Angelina Melnikova,ROC,4
98008,99389,Sabine Völker,GER,4
80861,82078,Nataliya Petrusyova,URS,4
50484,50852,Viktor Mazanov,URS,4
30999,31242,Dmitry Bilozerchev,URS,4
97998,99379,Bob de Jong,NED,4
81940,83158,Donat Acklin,SUI,4
30994,31237,Albert Azaryan,URS,4
80628,81845,Antje Misersky,GER,4
929,933,Yu Nam-Gyu,KOR,4
51011,51379,Gary Hall,USA,4
28967,29187,Tatyana Gutsu,EUN,4
47135,47494,Ingrid Gulbin-Krämer,GDR,4
97294,98668,Leo Visser,NED,4
13531,13613,Teddy Billington,USA,4
133696,137316,Johannes Ludwig,GER,4
1493,1500,Pedro Luis Lazo,CUB,4
92642,93972,Timo Boll,GER,4
44877,45228,Mark Kerry,AUS,4
28999,29219,Zinaida Voronina,URS,4
45259,45612,Gustavo Borges,BRA,4
29018,29238,Dominique Dawes,USA,4
30781,31024,Hermann Hänggi,SUI,4
5685,5708,Sergey Belov,URS,4
124941,127857,Fabian Rießle,GER,4
102265,103844,Valerie Adams,NZL,4
103610,105239,Vadzim Makhneu,BLR,4
96422,97784,Mario Stecher,AUT,4
103607,105236,Raman Piatrushenka,BLR,4
45109,45461,Éva Gérard-Novák,BEL,4
50836,51204,Jill Sterkel,USA,4
134129,137792,Yuliya Belorukova,ROC,4
112845,114765,Kerron Stewart,JAM,4
45580,45934,Victor Davis,CAN,4
58208,58628,Imre Polyák,HUN,4
1345,1352,Laura Berg,USA,4
134131,137794,Nataliya Nepryayeva,ROC,4
45134,45486,Gérard Blitz,BEL,4
9122,9173,Vanya Gesheva,BUL,4
54327,54725,Pontus Hanson,SWE,4
11146,11205,Matija Ljubek,YUG,4
77612,78210,Nate Cartmell,USA,4
64016,64506,Betty Cuthbert,AUS,4
89106,90402,Stefan Nimke,GER,4
114123,116065,David Boudia,USA,4
77701,78299,Jack Davis,USA,4
19024,19159,Leslie Claudius,IND,4
97478,98854,Gustav Weder,SUI,4
125190,128111,Sim Seok-Hui,KOR,4
107503,109262, Serginho,BRA,4
63120,63599,Jochen Schümann,GDR,4
17090,17208,Dean Woods,AUS,4
51081,51449,Ford Konno,USA,4
16269,16384,Florian Rousseau,FRA,4
80378,81594,Hilkka Kuntola,FIN,4
114127,116069,Tom Daley,GBR,4
97510,98886,Jens Weißflog,GDR,4
84331,85582,Bernt Evensen,NOR,4
110694,112560,Olha Kharlan,UKR,4
103057,104663,Du Li,CHN,4
111867,113759,Luc Abalo,FRA,4
30171,30408,István Pelle,HUN,4
105957,107680,Anastasiya Yermakova,RUS,4
50839,51207,Sharon Stouder,USA,4
45792,46147,Tian Liang,CHN,4
50744,51112,Pat McCormick,USA,4
102016,103587,Peter Vanderkaay,USA,4
124951,127867,Andreas Wellinger,GER,4
30333,30573,Nobuyuki Aihara,JPN,4
133351,136927,Kim Boutin,CAN,4
90462,91766,Lucha Aymar,ARG,4
103575,105202,Adam Van Koeverden,CAN,4
69186,69712,Marlies Oelsner,GDR,4
84920,86175,Gillis Grafström,SWE,4
41723,42050,Nestori Toivonen,FIN,4
50789,51157,Dorothy Poynton,USA,4
87957,89244,Gao Ling,CHN,4
96465,97827,Sten Stensen,NOR,4
41783,42110,Paul Colas,FRA,4
67353,67873,Lasse Virén,FIN,4
89255,90552,Emilie Heymans,CAN,4
69116,69642,Christina Brehmer,GDR,4
50809,51177,Summer Sanders,USA,4
89653,90954,Christie Pearce,USA,4
11428,11488,Nicole Uphoff-Becker,GER,4
69124,69650,Bärbel Eckert,GDR,4
50781,51149,Sue Pedersen,USA,4
119281,121715,Chad le Clos,RSA,4
88111,89398,Christoph Langen,GER,4
35140,35421,Drew Ginn,AUS,4
29271,29492,Yordan Yovchev,BUL,4
103084,104691,Olena Kostevych,UKR,4
35751,36041,Marnie McBean,CAN,4
116467,118518,Dominik Landertinger,AUT,4
110737,112605,Idalys Ortiz,CUB,4
47326,47686,Kerstin Kielgaß,GER,4
30352,30592,Shigeru Kasamatsu,JPN,4
77395,77993,Wyomia Tyus,USA,4
81600,82818,Lauren Jackson,AUS,4
28388,28606,Andrea Bodó,HUN,4
67884,68407,Alain Mimoun,FRA,4
81598,82816,Kristi Harrower,AUS,4
50767,51135,Paula Jean Myers,USA,4
60604,61046,Alessandra Sensini,ITA,4
35739,36029,Kathleen Heddle,CAN,4
51810,52181,Ana Ivis Fernández,CUB,4
11000,11057,Greg Barton,USA,4
30347,30587,Yukio Iketani,JPN,4
97220,98594,Vyacheslav Vedenin,URS,4
81681,82899,Cathy Turner,USA,4
87884,89170,Angelo Taylor,USA,4
134067,137726,Simen Hegstad Krüger,NOR,4
92537,93865,Neil Walker,USA,4
126672,129678,Zhang Yufei,CHN,4
41471,41796,Anders Peter Nielsen,DEN,4
50624,50992,Georgia Coleman,USA,4
111290,113167,Grégory Baugé,FRA,4
52085,52457,Samuele Papi,ITA,4
51117,51485,Jimmy McLane,USA,4
28281,28499,Maxi Gnauck,GDR,4
50633,51001,Ellie Daniel,USA,4
30726,30969,Marius Urzică,ROU,4
80673,81890,Kaija Mustonen,FIN,4
97195,98569,Giorgio Vanzetta,ITA,4
74799,75379,Irina Privalova,RUS,4
105833,107550,Saori Yoshida,JPN,4
47191,47550,Birgit Treiber,GDR,4
103421,105037,Novlene Williams,JAM,4
87843,89129,Maurice Greene,USA,4
94951,96304,Ville Peltonen,FIN,4
51126,51494,Jim Montgomery,USA,4
51033,51401,Charlie Hickcox,USA,4
50643,51011,Kathy Ellis,USA,4
92690,94022,Kaitlin Sandeno,USA,4
135075,140687,Ariarne Titmus,AUS,4
47389,47749,Manuela Stellmach,GDR,4
77659,78257,James B. Connolly,USA,4
126512,129508,Kylie Masse,CAN,4
101719,103280,Amanda Weir,USA,4
30778,31021,August Güttinger,SUI,4
48123,48485,Franco Cagnotto,ITA,4
101724,103285,Marleen Veldhuis,NED,4
101739,103300,Kara Lynn Joyce,USA,4
134044,137696,Patrick Roest,NED,4
125250,128171,Jorrit Bergsma,NED,4
11581,11642,"Gustaf Adolf Boltenstern, Jr.",SWE,4
125245,128166,Antoinette de Jong,NED,4
11579,11640,Harry Boldt,GER,4
128962,132152,Abbey Weitzeil,USA,4
13091,13167,Jeannie Longo,FRA,4
10883,10939,Lyudmila Khvedosyuk,URS,4
30293,30532,Romeo Neri,ITA,4
101870,103437,Amaury Leveaux,FRA,4
40335,40650,Conn Findlay,USA,4
84773,86027,Bernhard Germeshausen,GDR,4
109041,110874,Akito Watabe,JPN,4
116496,118550,Marie Dorin,FRA,4
113778,115710,Becky Adlington,GBR,4
113779,115711,Bronte Barratt,AUS,4
50864,51232,Mary Wayte,USA,4
77802,78400,John Flanagan,USA,4
28289,28507,Steffi Kräker,GDR,4
1374,1381,Tanya Harding,AUS,4
128969,132159,Maya DiRado,USA,4
93996,95344,Valery Medvedtsev,RUS,4
2281,2291,Qiao Hong,CHN,4
50857,51225,Chris von Saltza,USA,4
134692,138426,Oskar Eriksson,SWE,4
108582,110381,Denny Morrison,CAN,4
50691,51059,Nancy Hogshead,USA,4
77360,77958,Wilma Rudolph,USA,4
121168,123753,Jess Fox,AUS,4
47354,47714,Simone Osygus,GER,4
97459,98835,Thomas Wassberg,SWE,4
116213,118239,Áron Szilágyi,HUN,4
67205,67725,Elmer Niklander,FIN,4
74181,74758,Robert Korzeniowski,POL,4
101906,103474,Pang Jiaying,CHN,4
111276,113153,Guo Shuang,CHN,4
2307,2317,Liu Guoliang,CHN,4
19175,19312,Udham Singh,IND,4
103429,105046,Christine Ohuruogu,GBR,4
45768,46122,Zhuang Yong,CHN,4
101901,103469,Katinka Hosszú,HUN,4
147401,901507,Charles Granville Bruce,AUS,4
75473,76057,Eric Backman,SWE,4
111272,113149,Sarah Hammer,USA,4
69486,70012,Annegret Richter,FRG,4
35198,35479,Mike McKay,AUS,4
77957,78555,Harry Hillman,USA,4
124746,127662,Kerttu Niskanen,FIN,4
105845,107562,Kaori Icho,JPN,4
48213,48575,Massi Rosolino,ITA,4
50658,51026,Eleanor Garatti,USA,4
116375,118418,Maria Riesch,GER,4
118002,120333,Inna Deriglazova,ROC,4
118499,120876,Kosuke Hagino,JPN,4
78069,78667,Al Kraenzlein,USA,4
61901,62362,Tore Holm,SWE,4
119869,122362,Karolina Naja,POL,4
39190,39500,Olga Homeghi,ROU,4
110434,112294,Mireia Belmonte,ESP,4
53799,54192,Mihály Mayer,HUN,4
53801,54194,Endre Molnár,HUN,4
23121,23299,Sergey Sharikov,RUS,4
90749,92057,Fred Anton Maier,NOR,4
78259,78857,Al Oerter,USA,4
150170,921671,Bill Strutt,AUS,4
150171,921672,George Mallory,AUS,4
80000,81216,Toini Gustafsson,SWE,4
150172,921673,Henry Morshead,AUS,4
150173,921674,John Noel,AUS,4
150174,921675,Tom Longstaff,AUS,4
150182,921683,Tejbir Bura,AUS,4
474,475,Eugène Grisot,FRA,4
150175,921676,Geoffrey Bruce,AUS,4
98977,100361,Becky Kellar,CAN,4
150176,921677,Howard Somervell,AUS,4
10683,10739,Anna Olsson,SWE,4
98968,100352,Jennifer Botterill,CAN,4
491,492,Léonce Quentin,FRA,4
150177,921678,Arthur Wakefield,AUS,4
33935,34206,Angelo Parisi,FRA,4
150178,921679,Edward Norton,AUS,4
150179,921680,Colin Crawford,AUS,4
150180,921681,John Morris,AUS,4
109901,111749,Pang Wei,CHN,4
110413,112272,Sarah Sjöström,SWE,4
12642,12711,Alwin Schockemöhle,GER,4
106917,108666,Nikola Karabatic,FRA,4
79908,81124,Nina Gavrylyuk,RUS,4
71773,72322,Don Quarrie,JAM,4
47530,47890,Stefan Pfeiffer,GER,4
22964,23141,Witold Woyda,POL,4
99084,100468,Jenny Schmidgall,USA,4
99083,100467,Angela Ruggiero,USA,4
93555,94896,Heather Petri,USA,4
71756,72305,Herb McKenley,JAM,4
113084,115006,LaShawn Merritt,USA,4
53778,54171,László Jeney,HUN,4
53780,54173,György Kárpáti,HUN,4
99981,101418,Choi Eun-Gyeong,KOR,4
113418,115344,Mo Farah,GBR,4
93559,94900,Brenda Villa,USA,4
76574,77169,Olga Bryzgina,EUN,4
10103,10159,Beniamino Bonomi,ITA,4
129571,132801,Isaquias Queiroz,BRA,4
117609,119771,Jorien ter Mors,NED,4
39169,39479,Doina Liliana Bălan,ROU,4
32375,32625,Andrey Lavrov,RUS,4
59437,59868,Aleksandr Karelin,RUS,4
82782,84007,Sepp Benz,SUI,4
39178,39488,Adriana Chelariu,ROU,4
100003,101440,Julia Mancuso,USA,4
78271,78869,Jesse Owens,USA,4
150181,921682,George Finch,AUS,4
150183,921687,Narbu Sherpa,AUS,4
36584,36883,Maurice Monney-Bouton,FRA,4
15243,15346,Joan Llaneras,ESP,4
71435,71982,Ugo Frigerio,ITA,4
100258,101739,Marlies Schild,AUT,4
11833,11895,Robert Dover,USA,4
100270,101751,Benjamin Raich,AUT,4
57512,57926,Eino Leino,FIN,4
122579,125320,Sebastian Brendel,GER,4
43227,43568,Ole Østmo,NOR,4
100291,101773,Jonathan Guilmette,CAN,4
122580,125321,Tina Dietze,GER,4
47941,48302,Michelle Smith,IRL,4
100308,101791,Ivica Kostelić,CRO,4
76371,76964,Mohamad Gammoudi,TUN,4
56608,57018,Norb Schemansky,USA,4
150184,921688,Lhakpa Sherpa,AUS,4
98713,100096,Pietro Piller Cottrer,ITA,4
73113,73682,Frankie Fredericks,NAM,4
86842,88115,Pavel Kolchin,URS,4
78218,78816,Edwin Moses,USA,4
122589,125330,Franziska Weber,GER,4
73142,73711,Fanny Koen,NED,4
100350,101833,Tina Maze,SLO,4
9992,10048,Ferenc Csipes,HUN,4
53820,54213,"István Szívós, Jr.",HUN,4
43203,43544,Ole Sæther,NOR,4
624,627,Teddy Flack,AUS,4
20820,20969,Tatyana Petrenko,URS,4
32131,32379,Oh Seong-Ok,KOR,4
85468,86728,Martin Höllwarth,AUT,4
10005,10061,Zsolt Gyulay,HUN,4
77168,77766,Valerie Brisco-Hooks,USA,4
150185,921689,Pasang Sherpa,AUS,4
150186,921690,Pembra Sherpa,AUS,4
150187,921691,Antarge Sherpa,AUS,4
23374,23559,Mikhail Burtsev,URS,4
150188,921692,Temba Sherpa,AUS,4
150189,921693,Sange Sherpa,AUS,4
39214,39525,Rodica Puşcatu,ROU,4
23389,23574,Grigory Kriss,URS,4
23390,23575,Viktor Krovopuskov,URS,4
50031,50398,Thor Henning,SWE,4
110456,112317,Ranomi Kromowidjojo,NED,4
23410,23595,Mark Rakita,URS,4
23417,23602,Yury Sisikin,URS,4
21078,21227,Victor Boin,BEL,4
50052,50419,Harald Julin,SWE,4
86887,88160,Vivian Cheruiyot,KEN,4
98859,100243,Éric Bédard,CAN,4
10020,10076,György Kolonics,HUN,4
85457,86717,Jiří Holík,TCH,4
10016,10072,Zoltán Kammerer,HUN,4
47491,47851,Hans-Joachim Klein,GER,4
98843,100227,Tania Vicent,CAN,4
15185,15287,Jens Lehmann,GER,4
122549,125290,Josef Dostál,CZE,4
52771,53155,Inna Ryskal,URS,4
78319,78917,Meyer Prinstein,USA,4
107963,109740,Thomas Morgenstern,AUT,4
86832,88105,Saku Koivu,FIN,4
110112,111967,Louis Smith,GBR,4
65775,66280,Alex Wilson,CAN,4
114702,116670,Gabriella Szabó,HUN,4
22296,22468,Géza Imre,HUN,4
117322,119466,Berni Gruber,AUT,4
22298,22470,Endre Kabos,HUN,4
47594,47955,Steffen Zesner,GDR,4
86,87,Charles Dixon,GBR,4
87,88,Laurie Doherty,GBR,4
88,89,Reggie Doherty,FRA,4
110155,112010,Katrine Lunde-Haraldsen,NOR,4
114845,116823,Dong Dong,CHN,4
12128,12194,Pierre Jonquères d'Oriola,FRA,4
105,106,Harold Mahony,FRA,4
21790,21947,Jean-Claude Magnan,FRA,4
126118,129067,Madi Wilson,AUS,4
22346,22518,Tibor Pézsa,HUN,4
104915,106584,Eliud Kipchoge,KEN,4
79561,80777,Stien Kaiser,NED,4
112114,114027,Lidewij Welten,NED,4
43928,44276,Ragnar Skanåker,SWE,4
112115,114028,Eva de Goede,NED,4
77027,77624,Viktor Saneyev,URS,4
22360,22532,Bence Szabó,HUN,4
78433,79031,Martin Sheridan,USA,4
22373,22545,Ödön Tersztyánszky,HUN,4
99644,101080,Björn Kircheisen,GER,4
110164,112019,Marit Malm Frafjord,NOR,4
117326,119470,Johannes Rydzek,GER,4
88968,90263,Peter Hochschorner,SVK,4
21892,22051,Éric Srecki,FRA,4
94428,95777,Meinhard Nehmer,GDR,4
22080,22243,Matthias Behr,FRG,4
78488,79086,Andy Stanfield,USA,4
11,12,Max Décugis,FRA,4
10525,10581,Vasile Dîba,ROU,4
117393,119539,Peter Prevc,SLO,4
62419,62889,Valentin Mankin,URS,4
99534,100968,Kristina Groves,CAN,4
22140,22306,Alexander Pusch,FRG,4
82740,83964,Jan Behrendt,GDR,4
117377,119523,Gregor Schlierenzauer,AUT,4
55476,55879,Pyrros Dimas,GRE,4
121836,124495,Kim Jeong-Hwan,KOR,4
88931,90226,Eirik Verås Larsen,NOR,4
78517,79115,Morgan Taylor,USA,4
55471,55874,Ronny Weller,GDR,4
72208,72762,Kip Keino,KEN,4
107800,109571,Guo Yue,CHN,4
121752,124392,Gi Bo-Bae,KOR,4
79654,80870,Deborah Compagnoni,ITA,4
99588,101024,Tobias Angerer,GER,4
22272,22444,Jenő Fuchs,HUN,4
88966,90261,Erik Vlček,SVK,4
88967,90262,Pavol Hochschorner,SVK,4
107840,109614,Magnus Moan,NOR,4
22420,22593,Carlo Agostoni,ITA,4
99659,101095,Georg Hettich,GER,4
117098,119215,Hilary Knight,USA,4
117162,119286,Marie-Philip Poulin,CAN,4
117221,119353,Rebecca Johnston,CAN,4
22567,22741,Giovanni Scalzo,ITA,4
22575,22749,Luigi Tarantino,ITA,4
99700,101136,Matti Hautamäki,FIN,4
154849,2504470,Kaylee McKeown,AUS,4
89527,90826,Salvatore Sanzo,ITA,4
99724,101160,Andrea Henkel,GER,4
99727,101163,Martina Glagow,GER,4
44359,44709,Bill Leushner,USA,4
99205,100590,Kimmo Timonen,FIN,4
47807,48168,Tamás Darnyi,HUN,4
12255,12321,Fritz Ligges,GER,4
105327,107020,Beezie Madden,USA,4
117490,119645,Jan Blokhuijsen,NED,4
22773,22950,Jetze Doorman,NED,4
11916,11981,Peder Fredricson,SWE,4
76689,77285,Tamara Press,URS,4
53744,54136,András Bodnár,HUN,4
99879,101316,Frode Estil,NOR,4
105330,107023,McLain Ward,USA,4
109995,111846,Sylvia Fowles,USA,4
107948,109725,Kamil Stoch,POL,4
93254,94592,Kerri Walsh,USA,4
329,330,Louis Van De Perck,BEL,4
22888,23065,Egon Franke,POL,4
71792,72341,Arthur Wint,JAM,4
22559,22733,Gianluigi Saccaro,ITA,4
46638,46996,Joyce Cooper,GBR,4
22555,22729,Franco Riccardi,ITA,4
43765,44109,Konrad Stäheli,SUI,4
22441,22614,Marcello Bertinetti,ITA,4
53560,53949,Paul Radmilovic,GBR,4
76841,77438,Vladimir Golubnichy,URS,4
38837,39146,Olaf Tufte,NOR,4
22452,22625,Wladimiro Calarese,ITA,4
21753,21910,André Labatut,FRA,4
110066,111921,Chen Yibing,CHN,4
21733,21890,Jean-Michel Henry,FRA,4
12174,12240,Ivan Kizimov,URS,4
87330,88609,Stefan Krauße,GDR,4
32925,33180,Driulis González,CUB,4
87331,88610,Igor Kravchuk,RUS,4
22500,22674,Michele Maffei,ITA,4
84532,85784,Ivar Formo,NOR,4
22507,22681,Marco Marin,ITA,4
114999,116984,Mariya Stadnik,AZE,4
49693,50060,Vlad Pyshnenko,RUS,4
22522,22696,Aldo Nadi,ITA,4
22526,22700,Renzo Nostini,ITA,4
53129,53513,Joseph Pletincx,BEL,4
107908,109684,Shani Davis,USA,4
22534,22708,Carlo Pavesi,ITA,4
22535,22709,Alberto Pellegrino,ITA,4
22544,22718,Vincenzo Pinton,ITA,4
22551,22725,Saverio Ragno,ITA,4
39273,39584,Dimitrie Popescu,ROU,4
106916,108665,Michaël Guigou,FRA,4
12609,12678,Henri Saint Cyr,SWE,4
82080,83302,Chris Brown,BAH,4
7279,7318,Gennady Volnov,URS,4
104050,105689,Kenenisa Bekele,ETH,4
9859,9915,Torsten Gutsche,GER,4
116749,118832,Petter Northug,NOR,4
90643,91950,Fred Børre Lundberg,NOR,4
42667,42999,Giovanni Pellielo,ITA,4
123094,125884,Florent Manaudou,FRA,4
39346,39657,Aleksandr Lukyanov,RUS,4
116672,118753,Dario Cologna,SUI,4
15715,15825,Gary Neiwand,AUS,4
125435,128356,Nikita Katsalapov,ROC,4
112306,114222,Filip Filipović,SRB,4
98479,99860,Adam Małysz,POL,4
96064,97424,Teemu Selänne,FIN,4
50425,50792,Vladimir Bure,URS,4
100681,102172,Julie Chu,USA,4
104032,105671,Jeremy Wariner,USA,4
116730,118811,Maurice Manificat,FRA,4
76315,76907,Ato Boldon,TTO,4
774,778,Chen Jing,TPE,4
37126,37428,Matthew Pinsent,GBR,4
96010,97370,Erich Schärer,SUI,4
100481,101967,Yevgeny Plyushchenko,RUS,4
20605,20754,Ildikó Schwarczenberger-Tordasi,HUN,4
78095,78693,Steve Lewis,USA,4
9817,9872,Anke Nothnagel,GDR,4
39366,39677,Iztok Čop,SLO,4
104333,105979,Mariel Zagunis,USA,4
112305,114221,Andrija Prlainović,SRB,4
95872,97231,Ard Schenk,NED,4
116721,118802,Marcus Hellner,SWE,4
119483,121931,Ding Ning,CHN,4
106800,108542,Carmelo Anthony,USA,4
115289,117285,Niccolò Campriani,ITA,4
20583,20732,Ildikó Farkasinszky-Bóbis,HUN,4
98171,99552,Katrin Apel,GER,4
777,781,Deng Yaping,CHN,4
119482,121930,Li Xiaoxia,CHN,4
83056,84286,Gaétan Boucher,CAN,4
100396,101879,Beat Hefti,SUI,4
20553,20701,Zita Funkenhauser,GER,4
122872,125637,Michael Jung,GER,4
108110,109893,Aksel Lund Svindal,NOR,4
98489,99870,Simon Ammann,SUI,4
20552,20700,Anja Fichtel-Mauritz,GER,4
89403,90701,Ulla Salzgeber,GER,4
116653,118732,Anna Haag,SWE,4
52604,52988,Sergey Tetyukhin,RUS,4
66361,66875,Jan Železný,CZE,4
119480,121928,Zhang Jike,CHN,4
11746,11808,Bruce Davidson,USA,4
93091,94424,Serena Williams,USA,4
2621,2633,Gunnar Setterwall,SWE,4
85067,86323,Tomas Gustafson,SWE,4
112307,114223,Duško Pijetlović,SRB,4
83022,84251,Klaus-Michael Bonsack,GDR,4
113688,115618,Cullen Jones,USA,4
100592,102079,Caroline Ouellette,CAN,4
80096,81312,Dianne Holum,USA,4
9789,9844,Bernd Olbricht,GDR,4
20574,20723,Monika Weber-Koszto,GER,4
44669,45020,Lorraine Crapp,AUS,4
86707,87980,Mark Kirchner,GER,4
79375,80591,Lyubov Kozyreva,URS,4
78099,78697,Jim Lightbody,USA,4
59703,60134,Rudolf Svensson,SWE,4
62237,62704,Santiago Lange,ARG,3
13601,13684,Gerard Bosch van Drakestein,NED,3
47144,47503,Katrin Meißner,GDR,3
79529,80745,Mirl Buchner,GER,3
79787,81003,Sonja Edström,SWE,3
30953,31196,Robert Pražák,TCH,3
31404,31648,Demetrio Lozano,ESP,3
14191,14285,Gösta Pettersson,SWE,3
128838,132025,Dalilah Muhammad,USA,3
118072,120404,Anastasiya Bliznyuk,ROC,3
1968,1978,Oh Gyo-Mun,KOR,3
93525,94866,Aleksandar Ćirić,SCG,3
45844,46200,Claudia Poll,CRC,3
103157,104767,Matt Emmons,USA,3
79401,80617,Myriam Bédard,CAN,3
51026,51394,Harry Hebner,USA,3
1963,1973,Jang Yong-Ho,KOR,3
50642,51010,Trudy Ederle,USA,3
119484,121932,Chen Long,CHN,3
77315,77913,Edith McGuire,USA,3
14234,14328,Léon Flameng,FRA,3
49659,50025,Mariya Kiselyova,RUS,3
38522,38831,Eeke van Nes,NED,3
49663,50029,Irina Lashko,AUS,3
40282,40597,Paul Costello,USA,3
80685,81902,Marie-Theres Nadig,SUI,3
50491,50859,Arsens Miskarovs,URS,3
96894,98263,Gustavo Thoeni,ITA,3
116670,118751,Daniel Rickardsson,SWE,3
38872,39181,Simon Dickie,NZL,3
95277,96633,Jari Puikkonen,FIN,3
51047,51415,Chris Jacobs,USA,3
51045,51413,Mitch Ivey,USA,3
30990,31233,Rustam Sharipov,EUN,3
80682,81899,Berit Mørdre,NOR,3
30986,31229,Ihor Korobchinskyi,EUN,3
49686,50053,Vladislav Kulikov,RUS,3
51040,51408,Joe Hudepohl,USA,3
103831,105467,Shawn Crawford,USA,3
108445,110244,Gillian Apps,CAN,3
34752,35028,Eduard Zenovka,RUS,3
105300,106990,Heike Kemmer,GER,3
49689,50056,Denis Pankratov,RUS,3
79776,80992,Trude Dybendahl,NOR,3
96866,98234,Dieter Thoma,GER,3
108453,110252,Charlie Labonté,CAN,3
49695,50062,Vladimir Selkov,RUS,3
30962,31205,Bedřich Šupčík,TCH,3
117242,119377,Shannon Szabados,CAN,3
9138,9189,Nikolay Buhalov,BUL,3
29597,29826,Olavi Rove,FIN,3
125839,128763,Jamie Anderson,USA,3
47131,47490,Rosemarie Kother,GDR,3
76696,77292,Nina Romashkova,URS,3
93283,94621,Gergő Kiss,HUN,3
10233,10289,Ivans Klementjevs,LAT,3
125004,127920,Dominik Windisch,ITA,3
50952,51320,Tom Dolan,USA,3
125003,127919,Dorothea Wierer,ITA,3
117176,119300,Meaghan Mikkelson,CAN,3
103290,104904,Sherone Simpson,JAM,3
50517,50885,Yevgeny Sadovy,EUN,3
47134,47493,Roswitha Krause,GDR,3
117177,119301,Meghan Duggan,USA,3
117182,119307,Michelle Karvinen,FIN,3
76703,77299,Tetiana Dorovskikh,EUN,3
103286,104900,Lauryn Williams,USA,3
79406,80622,Trude Beiser,AUT,3
128881,132068,Jennifer Valente,USA,3
29722,29953,Alphonse Higelin,FRA,3
47132,47491,Barbara Krause,GDR,3
32661,32913,Aleksandr Tuchkin,RUS,3
29710,29941,Jean Gounot,FRA,3
50947,51315,Pete Desjardins,USA,3
80589,81806,Alexandra Meissnitzer,AUT,3
79512,80728,Anne Briand,FRA,3
119809,122299,He Zi,CHN,3
105545,107249,Fabian Hambüchen,GER,3
117549,119706,Nao Kodaira,JPN,3
117546,119703,Mo Tae-Beom,KOR,3
9830,9886,Therese Zenz,SAA,3
30875,31118,Daniel Norling,SWE,3
96220,97580,Sture Sivertsen,NOR,3
2403,2413,Conchita Martínez,ESP,3
93282,94620,Péter Biros,HUN,3
112760,114680,Mahiedine Mekhissi-Benabbad,FRA,3
119491,121939,Zhao Yunlei,CHN,3
61577,62032,Paul Foerster,USA,3
61959,62421,Léon Huybrechts,BEL,3
10961,11018,Sergey Chukhray,URS,3
29796,30027,Albert Séguin,FRA,3
10969,11026,Nicolae Juravschi,MDA,3
125807,128730,Kendall Coyne,USA,3
113666,115596,Hayden Stoeckel,AUS,3
95511,96868,Hans Rinn,GDR,3
29617,29846,Aleksanteri Saarvala,FIN,3
125814,128737,Lee Stecklein,USA,3
79816,81032,Susi Erdmann,GER,3
55789,56193,Yoshinobu Miyake,JPN,3
76740,77336,Galina Zybina,URS,3
80262,81478,Atje Keulen-Deelstra,NED,3
4723,4740,Arnold Vanderlijde,NED,3
50507,50875,Igor Polyansky,URS,3
29340,29562,Li Jing,CHN,3
5212,5231,Trish Fallon,AUS,3
38049,38357,Giuseppe Di Capua,ITA,3
96773,98141,Jukka Tammi,FIN,3
9805,9860,Katrin Borchert,AUS,3
104697,106357,Roberto Cammarelle,ITA,3
125479,128400,Vic Wild,ROC,3
9174,9226,Caroline Brunet,CAN,3
14664,14763,Rik Hoevenaers,BEL,3
30935,31178,Emanuel Löffler,TCH,3
79821,81037,Martina Ertl,GER,3
103257,104869,Kelly Sotherton,GBR,3
61546,62000,Marcelo Ferreira,BRA,3
93285,94623,Tamás Molnár,HUN,3
128865,132052,Tori Bowie,USA,3
117187,119313,Minttu Tuominen,FIN,3
107708,109474,Vanja Udovičić,SCG,3
80633,81850,Rosi Mittermaier,FRG,3
117190,119318,Monique Lamoureux,USA,3
93287,94625,Zoltán Szécsi,HUN,3
76708,77304,Lyudmila Zharkova,URS,3
85320,86578,Raimo Helminen,FIN,3
50984,51352,Rowdy Gaines,USA,3
125808,128731,Brianna Decker,USA,3
50987,51355,Steve Genter,USA,3
96726,98094,Ådne Søndrål,NOR,3
119488,121936,Zhang Nan,CHN,3
125810,128733,Amanda Kessel,USA,3
77318,77916,Jearl Miles,USA,3
50994,51362,Doug Gjertsen,USA,3
49655,50021,Olga Brusnikina,RUS,3
77032,77629,Yury Sedykh,URS,3
34776,35052,Gustaf Dyrssen,SWE,3
49056,49422,Annemarie Verstappen,NED,3
55547,55950,Imre Földi,HUN,3
113249,115174,Brittney Reese,USA,3
51170,51538,Norman Ross,USA,3
15742,15852,Chris Newton,GBR,3
38557,38866,Hermanus Brockmann,NED,3
105651,107356,Fernando González,CHI,3
10571,10627,Aurel Vernescu,ROU,3
62382,62852,Fredrik Lööf,SWE,3
38671,38980,Diederik Simon,NED,3
49033,49399,Conny van Bentum,NED,3
111366,113245,Nino Schurter,SUI,3
120101,122618,Jonathan Brownlee,GBR,3
84128,85377,Vladimír Dzurilla,TCH,3
50446,50813,Leonid Ilyichov,URS,3
28970,29190,Yekaterina Kalinchuk,URS,3
28969,29189,Lidiya Kalinina,URS,3
129957,133217,Xu Xin,CHN,3
28979,29199,Tatyana Lysenko,EUN,3
105199,106882,Mickaël Bourgain,FRA,3
